domain,org,pref,category,source_directory,url,procurement_url,tier,frequency,last_checked,status,note
columbus.or.jp,（公財）大分県産業創造機構,大分,都道府県等中小企業支援センター,chusho_shien,http://www.columbus.or.jp/,https://www.columbus.or.jp/2026/08/17/%e3%80%90%e3%81%8a%e7%9f%a5%e3%82%89%e3%81%9b%e3%80%91%e4%bb%a4%e5%92%8c%ef%bc%98%e5%b9%b4%e5%ba%a6%e4%b8%ad%e5%b0%8f%e4%bc%81%e6%a5%ad%e5%9c%b0%e5%9f%9f%e8%b3%87%e6%ba%90%e6%b4%bb%e7%94%a8%e7%ad%89/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
obda.or.jp,（公財）大阪産業局,大阪,都道府県等中小企業支援センター,chusho_shien,http://www.obda.or.jp/,https://www.yorozu-osaka.jp/news/2026-07-08-1512/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
nara-sangyoshinko.or.jp,（公財）奈良県地域産業振興センター,奈良,都道府県等中小企業支援センター,chusho_shien,http://www.nara-sangyoshinko.or.jp/,,tier_a,,2026-08-21,到達不可,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-miyagi.or.jp,（公財）みやぎ産業振興機構,宮城,都道府県等中小企業支援センター,chusho_shien,http://www.joho-miyagi.or.jp/,http://www.joho-miyagi.or.jp/go-tech-soudan,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
mepo.or.jp,（公財）宮崎県産業振興機構,宮崎,都道府県等中小企業支援センター,chusho_shien,https://www.mepo.or.jp/,https://www.mepo.or.jp/shiensaku/7880.html,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
tonio.or.jp,（公財）富山県新世紀産業機構,富山,都道府県等中小企業支援センター,chusho_shien,https://www.tonio.or.jp/,https://www.tonio.or.jp/search/%e5%85%a5%e6%9c%ad%e7%b5%90%e6%9e%9c%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%ef%bc%88%e4%bc%9a%e8%a8%88%e3%82%b7%e3%82%b9%e3%83%86%e3%83%a0%e7%ad%89%e3%81%ae%e5%b0%8e%e5%85%a5%e3%81%ab%e4%bf%82%e3%82%8b/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
yipf.or.jp,（公財）やまぐち産業振興財団,山口,都道府県等中小企業支援センター,chusho_shien,https://yipf.or.jp/,https://yipf.or.jp/bid/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
ynet.or.jp,（公財）山形県企業振興公社,山形,都道府県等中小企業支援センター,chusho_shien,http://www.ynet.or.jp/,https://www.ynet.or.jp/2025/11/hp.html,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
yiso.or.jp,（公財）やまなし産業支援機構,山梨,都道府県等中小企業支援センター,chusho_shien,http://www.yiso.or.jp/,https://www.yiso.or.jp/1216/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
gpc-gifu.or.jp,（公財）岐阜県産業経済振興センター,岐阜,都道府県等中小企業支援センター,chusho_shien,http://www.gpc-gifu.or.jp/,,tier_a,,2026-08-21,要手動確認（未発見）,中小企業支援法に基づく指定法人。47都道府県＋政令市
optic.or.jp,（公財）岡山県産業振興財団,岡山,都道府県等中小企業支援センター,chusho_shien,https://www.optic.or.jp/,,tier_a,,2026-08-21,HTTP 423,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-iwate.or.jp,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,chusho_shien,http://www.joho-iwate.or.jp/,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-shimane.or.jp,（公財）しまね産業振興財団,島根,都道府県等中小企業支援センター,chusho_shien,http://www.joho-shimane.or.jp/,http://www.joho-shimane.or.jp/news/wanted_subsidy/9077,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
hiwave.or.jp,（公財）ひろしま産業振興機構,広島,都道府県等中小企業支援センター,chusho_shien,http://www.hiwave.or.jp/,,tier_a,,2026-08-21,HTTP 403,中小企業支援法に基づく指定法人。47都道府県＋政令市
ipc.city.hiroshima.jp,（公財）広島市産業振興センター,広島,都道府県等中小企業支援センター,chusho_shien,http://www.ipc.city.hiroshima.jp/,http://www.ipc.city.hiroshima.jp/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
oursun.our-think.or.jp,（公財）とくしま産業振興機構,徳島,都道府県等中小企業支援センター,chusho_shien,http://oursun.our-think.or.jp/,https://www.our-think.or.jp/327276/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
ehime-iinet.or.jp,（公財）えひめ産業振興財団,愛媛,都道府県等中小企業支援センター,chusho_shien,http://www.ehime-iinet.or.jp/,,tier_a,,2026-08-21,到達不可,中小企業支援法に基づく指定法人。47都道府県＋政令市
aibsc.jp,（公財）あいち産業振興機構,愛知,都道府県等中小企業支援センター,chusho_shien,http://www.aibsc.jp/,https://www.aibsc.jp/supports/subcontracting_temple,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
nico.or.jp,（公財）にいがた産業創造機構,新潟,都道府県等中小企業支援センター,chusho_shien,http://www.nico.or.jp/,https://www.nico.or.jp/newslist_1/?c=nyusatsu,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
tokyo-kosha.or.jp,（公財）東京都中小企業振興公社,東京,都道府県等中小企業支援センター,chusho_shien,http://www.tokyo-kosha.or.jp/,http://www.tokyo-kosha.or.jp/kosha/keiyaku/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
tochigi-iin.or.jp,（公財）栃木県産業振興センター,栃木,都道府県等中小企業支援センター,chusho_shien,http://www.tochigi-iin.or.jp/,http://www.tochigi-iin.or.jp/home/10/4538.html,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
okinawa-ric.jp,（公財）沖縄県産業振興公社,沖縄,都道府県等中小企業支援センター,chusho_shien,http://www.okinawa-ric.jp/,http://www.okinawa-ric.jp/service/fund.html,tier_a,,2026-08-20,要手動確認（中身が薄い）,中小企業支援法に基づく指定法人。47都道府県＋政令市
shigaplaza.or.jp,（公財）滋賀県産業支援プラザ,滋賀,都道府県等中小企業支援センター,chusho_shien,http://www.shigaplaza.or.jp/,https://www.shigaplaza.or.jp/service/kigyoshienkin-top/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
kmt-ti.or.jp,（公財）くまもと産業支援財団,熊本,都道府県等中小企業支援センター,chusho_shien,http://www.kmt-ti.or.jp/,http://www.kmt-ti.or.jp/archives/category/public-offering,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
isico.or.jp,（公財）石川県産業創出支援機構,石川,都道府県等中小企業支援センター,chusho_shien,https://www.isico.or.jp/,https://www.isico.or.jp/support/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
kipc.or.jp,（公財）神奈川産業振興センター,神奈川,都道府県等中小企業支援センター,chusho_shien,http://www.kipc.or.jp/,https://www.kipc.or.jp/topics/information/soumu20260617/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
fisc.jp,（公財）ふくい産業支援センター,福井,都道府県等中小企業支援センター,chusho_shien,http://www.fisc.jp/,https://www.fisc.jp/offering/consult/2026/08/173674/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-fukuoka.or.jp,（公財）福岡県中小企業振興センター,福岡,都道府県等中小企業支援センター,chusho_shien,http://www.joho-fukuoka.or.jp/new/center/,,tier_a,,2026-08-21,要手動確認（未発見）,中小企業支援法に基づく指定法人。47都道府県＋政令市
utsukushima.net,（公財）福島県産業振興センター,福島,都道府県等中小企業支援センター,chusho_shien,http://www.utsukushima.net/,http://www.utsukushima.net/news.html?id=759,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
bic-akita.or.jp,（公財）あきた企業活性化センター,秋田,都道府県等中小企業支援センター,chusho_shien,http://www.bic-akita.or.jp/,https://www.bic-akita.or.jp/news/8874/,tier_a,,2026-08-20,要手動確認（中身が薄い）,中小企業支援法に基づく指定法人。47都道府県＋政令市
g-inf.or.jp,（公財）群馬県産業支援機構,群馬,都道府県等中小企業支援センター,chusho_shien,http://www.g-inf.or.jp/,,tier_a,,2026-08-21,到達不可,中小企業支援法に基づく指定法人。47都道府県＋政令市
iis-net.or.jp,（公財）いばらき中小企業グローバル推進機構,茨城,都道府県等中小企業支援センター,chusho_shien,http://www.iis-net.or.jp/,https://www.hirosawa-zaidan.com/zaidan-boshu/zaidan-boshu-r08.html,tier_a,,2026-08-20,要手動確認（中身が薄い）,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-nagasaki.or.jp,（公財）長崎県産業振興財団,長崎,都道府県等中小企業支援センター,chusho_shien,https://www.joho-nagasaki.or.jp/,https://www.joho-nagasaki.or.jp/info_offer/2026-176/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
nice-o.or.jp,（公財）長野県産業振興機構,長野,都道府県等中小企業支援センター,chusho_shien,https://www.nice-o.or.jp/,https://www.nice-o.or.jp/info/info-75718/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
21aomori.or.jp,（公財）21あおもり産業総合支援センター,青森,都道府県等中小企業支援センター,chusho_shien,http://www.21aomori.or.jp/,https://www.21aomori.or.jp/topics/36692,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
b-nest.jp,（公財）静岡産業振興協会,静岡,都道府県等中小企業支援センター,chusho_shien,http://www.b-nest.jp/,http://www.b-nest.jp/nyusatsu/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
ric-shizuoka.or.jp,（公財）静岡県産業振興財団,静岡,都道府県等中小企業支援センター,chusho_shien,http://www.ric-shizuoka.or.jp/,http://www.ric-shizuoka.or.jp/news_topics/news.php?id=154,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
kagawa-isf.jp,（公財）かがわ産業支援財団,香川,都道府県等中小企業支援センター,chusho_shien,http://www.kagawa-isf.jp/,https://www.kagawa-isf.jp/news/19412/,tier_a,,2026-08-20,確認済み,中小企業支援法に基づく指定法人。47都道府県＋政令市
joho-kochi.or.jp,（公財）高知県産業振興センター,高知,都道府県等中小企業支援センター,chusho_shien,http://www.joho-kochi.or.jp/,https://joho-kochi.or.jp/gaisyo/mhnichi/R8final/result.pdf,tier_a,,2026-08-20,要手動確認（中身が薄い）,中小企業支援法に基づく指定法人。47都道府県＋政令市
toriton.or.jp,（公財）鳥取県産業振興機構,鳥取,都道府県等中小企業支援センター,chusho_shien,http://www.toriton.or.jp/,https://www.toriton.or.jp/category/bidding-proposals/,tier_a,,2026-08-20,要手動確認（中身が薄い）,中小企業支援法に基づく指定法人。47都道府県＋政令市
kisc.or.jp,（公財）かごしま産業支援センター,鹿児島,都道府県等中小企業支援センター,chusho_shien,https://www.kisc.or.jp/,https://www.kisc.or.jp/cat-sangyou/64747/,tier_a,,2026-08-20,要手動確認（候補のみ）,中小企業支援法に基づく指定法人。47都道府県＋政令市
mofa.go.jp,外務省,,中央省庁,manual,https://www.mofa.go.jp/,,tier_b,monthly,2026-08-21,HTTP 403,在外公館文化事業
bunka.go.jp,文化庁,,中央省庁,manual,https://www.bunka.go.jp/,https://www.mext.go.jp/b_menu/choutatsu/index.htm,tier_b,monthly,2026-08-21,要手動確認（中身が薄い）,文化芸術の国際発信
mlit.go.jp,観光庁,,中央省庁,manual,https://www.mlit.go.jp/kankocho/,https://www.mlit.go.jp/kankocho/soshiki/nyusatsukeiyaku/index.html,tier_b,monthly,2026-08-21,確認済み,インバウンド・訪日プロモーション
nexi.go.jp,日本貿易保険 取引にかける保険を取り扱う,,公的中小企業支援機関,jnet21,https://www.nexi.go.jp/,https://www.nexi.go.jp/supply/,tier_b,,2026-08-21,確認済み,中小機構 J-Net21 の公的機関一覧
int.sentia-sendai.jp,（公財）仙台観光国際協会,,地域国際化協会,clair_rliea,http://int.sentia-sendai.jp/j/,https://int.sentia-sendai.jp/blog/j/35502/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kitaq-koryu.jp,（公財）北九州国際交流協会,,地域国際化協会,clair_rliea,http://www.kitaq-koryu.jp/,https://www.kitaq-koryu.jp/news/recruitment/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kian.or.jp,（公財）川崎市国際交流協会,,地域国際化協会,clair_rliea,http://www.kian.or.jp/,http://www.kian.or.jp/topics/employ-shokutaku24-sd-idx.shtml,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
yokeweb.com,（公財）横浜市国際交流協会,,地域国際化協会,clair_rliea,https://www.yokeweb.com/,https://www.yokeweb.com/2026/07/14/1-271/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
hi-hice.jp,（公財）浜松国際交流協会,,地域国際化協会,clair_rliea,http://www.hi-hice.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
mief.or.jp,（公財）三重県国際交流財団,三重,地域国際化協会,clair_rliea,http://www.mief.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
kcif.or.jp,（公財）京都市国際交流協会,京都,地域国際化協会,clair_rliea,http://www.kcif.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
spira.or.jp,（公財）佐賀県国際交流協会,佐賀,地域国際化協会,clair_rliea,http://www.spira.or.jp/,https://www.spira.or.jp/ai1ec_event/%e3%80%9097%e3%81%97%e3%82%81%e3%81%8d%e3%82%8a%e3%80%91%e5%87%ba%e5%a0%b4%e8%80%85%e5%8b%9f%e9%9b%86%ef%bc%81%ef%bc%81%e7%ac%ac11%e5%9b%9e-%e6%97%a5%e6%9c%ac%e8%aa%9e%e3%82%b9%e3%83%94%e3%83%bc/?instance_id=,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
hyogo-ip.or.jp,（公財）兵庫県国際交流協会,兵庫,地域国際化協会,clair_rliea,http://www.hyogo-ip.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
hiecc.or.jp,（公社）北海道国際交流・協力総合センター,北海道,地域国際化協会,clair_rliea,http://www.hiecc.or.jp/,,tier_b,,2026-08-21,到達不可,総務省認定の中核的民間国際交流組織
ccia-chiba.or.jp,（公財）千葉市国際交流協会,千葉,地域国際化協会,clair_rliea,http://www.ccia-chiba.or.jp/,https://ccia-chiba.or.jp/wards_info/97693.html,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
wixas.wak-kokusai.jp,（公財）和歌山県国際交流協会,和歌山,地域国際化協会,clair_rliea,https://wixas.wak-kokusai.jp,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
stib.jp,（公社）さいたま観光国際協会,埼玉,地域国際化協会,clair_rliea,http://www.stib.jp/kokusai/index.shtml,https://stib.jp/international/news/4994/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
sia1.jp,（公財）埼玉県国際交流協会,埼玉,地域国際化協会,clair_rliea,https://sia1.jp/,https://sia1.jp/topics/r8nihongo_jinzai/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
oitaplaza.jp,（公財）大分県芸術文化スポーツ振興財団,大分,地域国際化協会,clair_rliea,http://www.oitaplaza.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
ih-osaka.or.jp,（公財）大阪国際交流センター,大阪,地域国際化協会,clair_rliea,http://www.ih-osaka.or.jp/,https://www.ih-osaka.or.jp/projects/development/saigaiji-volunteer/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
ofix.or.jp,（公財）大阪府国際交流財団,大阪,地域国際化協会,clair_rliea,http://www.ofix.or.jp/,https://ofix.or.jp/2026/07/31/infoday/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
mif.or.jp,（公財）宮崎県国際交流協会,宮崎,地域国際化協会,clair_rliea,http://www.mif.or.jp/,https://www.mif.or.jp/volunteer/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
yiea.or.jp,（公財）山口県国際交流協会,山口,地域国際化協会,clair_rliea,http://www.yiea.or.jp/,https://yiea.or.jp/news/news_18313/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
airyamagata.org,（公財）山形県国際交流協会,山形,地域国際化協会,clair_rliea,http://www.airyamagata.org/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
yia.or.jp,（公財）山梨県国際交流協会,山梨,地域国際化協会,clair_rliea,http://yia.or.jp/wordpress/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
gic.or.jp,（公財）岐阜県国際交流センター,岐阜,地域国際化協会,clair_rliea,http://www.gic.or.jp/,https://www.gic.or.jp/news/%e3%80%90%e5%b2%90%e9%98%9c%e7%9c%8c%e3%80%91%e5%8b%9f%e9%9b%86%e4%b8%ad_%e3%81%8e%e3%81%b5%e3%82%aa%e3%83%b3%e3%83%a9%e3%82%a4%e3%83%b3%e6%97%a5%e6%9c%ac%e8%aa%9e%e6%95%99%e5%ae%a4%ef%bc%88%e3%81%af,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
opief.or.jp,（一財）岡山県国際交流協会,岡山,地域国際化協会,clair_rliea,http://www.opief.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
iwate-ia.or.jp,（公財）岩手県国際交流協会,岩手,地域国際化協会,clair_rliea,http://www.iwate-ia.or.jp/,http://www.iwate-ia.or.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,tier_b,,2026-08-21,確認済み,総務省認定の中核的民間国際交流組織
pcf.city.hiroshima.jp,（公財）広島平和文化センター,広島,地域国際化協会,clair_rliea,http://www.pcf.city.hiroshima.jp/ircd/,http://www.pcf.city.hiroshima.jp/ircd/info/oshirase-naiyou-207-network-boshu.html,tier_b,,2026-08-21,要手動確認（中身が薄い）,総務省認定の中核的民間国際交流組織
topia.ne.jp,（公財）徳島県国際交流協会,徳島,地域国際化協会,clair_rliea,http://www.topia.ne.jp/,https://www.topia.ne.jp/docs/2026072800018/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
epic.or.jp,（公財）愛媛県国際交流協会,愛媛,地域国際化協会,clair_rliea,http://www.epic.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
www2.aia.pref.aichi.jp,（公財）愛知県国際交流協会,愛知,地域国際化協会,clair_rliea,http://www2.aia.pref.aichi.jp/,http://www2.aia.pref.aichi.jp/kikaku/j/mm/merumagatop.html,tier_b,,2026-08-21,要手動確認（中身が薄い）,総務省認定の中核的民間国際交流組織
nief.or.jp,（公財）新潟市国際交流協会,新潟,地域国際化協会,clair_rliea,https://www.nief.or.jp/,https://www.nief.or.jp/about_nief/ad/index.html,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
niigata-ia.or.jp,（公財）新潟県国際交流協会,新潟,地域国際化協会,clair_rliea,http://www.niigata-ia.or.jp/,https://www.niigata-ia.or.jp/topics/15871/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
tia21.or.jp,（公財）栃木県国際交流協会,栃木,地域国際化協会,clair_rliea,http://tia21.or.jp/,https://www.pref.tochigi.lg.jp/c01/kouhou/gaikokujinkipason.html,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kokusai.oihf.or.jp,（公財）沖縄県国際交流・人材育成財団,沖縄,地域国際化協会,clair_rliea,http://kokusai.oihf.or.jp,http://kokusai.oihf.or.jp/topics/1778132030/,tier_b,,2026-08-21,確認済み,総務省認定の中核的民間国際交流組織
kumamoto-if.or.jp,（一財）熊本市国際交流振興事業団,熊本,地域国際化協会,clair_rliea,http://www.kumamoto-if.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
ifie.or.jp,（公財）石川県国際交流協会,石川,地域国際化協会,clair_rliea,http://www.ifie.or.jp/,https://www.ifie.or.jp/international/volunteer/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kifjp.org,（公財）かながわ国際交流財団,神奈川,地域国際化協会,clair_rliea,http://www.kifjp.org/,https://www.kifjp.org/ad,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
f-i-a.or.jp,（公財）福井県国際交流協会,福井,地域国際化協会,clair_rliea,http://www.f-i-a.or.jp/,http://www.f-i-a.or.jp/ja/fia/event/?id=10161,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
fcif.or.jp,（公財）福岡よかトピア国際交流財団,福岡,地域国際化協会,clair_rliea,https://www.fcif.or.jp/,https://www.fcif.or.jp/latestnews/languages/summerjapaneseclasses/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
fief.or.jp,（公財）福岡県国際交流センター,福岡,地域国際化協会,clair_rliea,https://fief.or.jp/,https://fief.or.jp/request/volunteer/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
worldvillage.org,（公財）福島県国際交流協会,福島,地域国際化協会,clair_rliea,http://www.worldvillage.org/,,tier_b,,2026-08-21,HTTP 404,総務省認定の中核的民間国際交流組織
aiahome.or.jp,（公財）秋田県国際交流協会,秋田,地域国際化協会,clair_rliea,http://www.aiahome.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
top.gtia.jp,（公財）群馬県観光物産国際協会,群馬,地域国際化協会,clair_rliea,https://top.gtia.jp/,https://top.gtia.jp/topics/business/id2002/,tier_b,,2026-08-21,確認済み,総務省認定の中核的民間国際交流組織
ia-ibaraki.or.jp,（公財）茨城県国際交流協会,茨城,地域国際化協会,clair_rliea,http://www.ia-ibaraki.or.jp/,https://www.ia-ibaraki.or.jp/volunteer/volunteer-recruit/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
nia.or.jp,（公財）長崎県国際交流協会,長崎,地域国際化協会,clair_rliea,http://www.nia.or.jp/,https://www.nia.or.jp/index.php/page/supporting-member,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kokusai-koryu.jp,（公社）青森県観光国際交流機構,青森,地域国際化協会,clair_rliea,http://www.kokusai-koryu.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
samenet.jp,（一財）静岡市国際交流協会,静岡,地域国際化協会,clair_rliea,http://www.samenet.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
sir.or.jp,（公財）静岡県国際交流協会,静岡,地域国際化協会,clair_rliea,http://www.sir.or.jp/,https://www.sir.or.jp/news/5531/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
i-pal.or.jp,（公財）香川県国際交流協会,香川,地域国際化協会,clair_rliea,http://www.i-pal.or.jp/,https://www.i-pal.or.jp/2026/05/20261.html,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kochi-kia.or.jp,（公財）高知県国際交流協会,高知,地域国際化協会,clair_rliea,http://www.kochi-kia.or.jp/,https://kochi-kia.or.jp/news/%e3%80%90%e6%83%85%e5%a0%b1%e5%85%b1%e6%9c%89%e3%80%91jica%e6%b5%b7%e5%a4%96%e5%8d%94%e5%8a%9b%e9%9a%8a%e5%8b%9f%e9%9b%86%e8%aa%ac%e6%98%8e%e4%bc%9a/,tier_b,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
torisakyu.or.jp,（公財）鳥取県国際交流財団,鳥取,地域国際化協会,clair_rliea,http://www.torisakyu.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
kiaweb.or.jp,（公財）鹿児島県国際交流協会,鹿児島,地域国際化協会,clair_rliea,https://www.kiaweb.or.jp/,,tier_b,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
kyukeiren.or.jp,一般社団法人九州経済連合会,,経済団体,manual,https://www.kyukeiren.or.jp/,https://www.kyukeiren.or.jp/kensei/nyuusatsu/,tier_b,monthly,2026-08-21,確認済み,受注実績あり（ラグビーW杯欧州プロモーション 2018）
nic-nagoya.or.jp,（公財）名古屋国際センター,,地域国際化協会,clair_rliea,http://www.nic-nagoya.or.jp/,,tier_c,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
plaza-sapporo.or.jp,（公財）札幌国際プラザ,,地域国際化協会,clair_rliea,https://www.plaza-sapporo.or.jp/,,tier_c,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
kicc.jp,（公財）神戸国際コミュニティセンター,,地域国際化協会,clair_rliea,https://www.kicc.jp/ja,https://www.kicc.jp/ja/aboutus/activity/chiikikokusaika_joseikin,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
kpic.or.jp,（公財）京都府国際センター,京都,地域国際化協会,clair_rliea,http://www.kpic.or.jp/,http://www.kpic.or.jp/nihongo/appli.html,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
ccb.or.jp,（公財）ちば国際コンベンションビューロー,千葉,地域国際化協会,clair_rliea,http://www.ccb.or.jp/,,tier_c,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
mia-miyagi.jp,（公財）宮城県国際化協会,宮城,地域国際化協会,clair_rliea,http://mia-miyagi.jp/,,tier_c,,2026-08-21,要手動確認（未発見）,総務省認定の中核的民間国際交流組織
tic-toyama.or.jp,（公財）とやま国際センター,富山,地域国際化協会,clair_rliea,http://www.tic-toyama.or.jp/,https://www.tic-toyama.or.jp/topics/92122.html,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
sic-info.org,（公財）しまね国際センター,島根,地域国際化協会,clair_rliea,http://www.sic-info.org/,https://www.sic-info.org/others/post-31724/,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
hiroshima-ic.or.jp,（公財）ひろしま国際センター,広島,地域国際化協会,clair_rliea,http://hiroshima-ic.or.jp/,http://hiroshima-ic.or.jp/guide/volunteer/,tier_c,,2026-08-21,要手動確認（候補のみ）,総務省認定の中核的民間国際交流組織
