検出日,経路,検索語,関連度,一致語,調達案件番号,案件名,発注機関,所在地,公開開始日,URL,リンク種別
2026-08-21,調達ポータル,国際,1,国際,0000000000000571197,令和８年度「WRC-27に関する航空無線通信の国際協調のための国際機関等との連絡調整事務」の請負,総務省,東京都,令和08年01月28日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000571197,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000572442,ワイヤレス分野全般に関する推進方策及び次世代モバイルネットワークの高度化に向けた国際連携の推進戦略に関する調査検討,総務省,東京都,令和08年02月09日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000572442,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000572695,令和８年度「ワイヤレス電力伝送システムによる無線通信の保護のための国際機関等との連絡調整事務」の請負,総務省,東京都,令和08年01月30日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000572695,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000572802,令和８年度「電波利用環境維持のための高周波利用設備等に関する国際機関等との連絡調整 事務」の請負,総務省,東京都,令和08年01月30日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000572802,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000572899,令和８年度「電波利用環境維持のための高周波利用設備等に関する国際機関等との連絡調整 事務」の請負,総務省,東京都,令和08年01月30日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000572899,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000573477,WRC-27に向けた移動通信システムの国際協調に係る国際機関等との連絡調整事務の請負,総務省,東京都,令和08年02月04日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000573477,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000579109,令和８年度「Society5.0時代における固定無線システムの大容量化のための国際機関等との連絡調整事務」の請負,総務省,東京都,令和08年02月06日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000579109,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000580395,07-0049-0356 令和８年度通信分野における情報セキュリティに関するISAC国際連携に係る調査の請負,総務省,東京都,令和08年02月20日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000580395,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000582824,08-0042-0054 地上デジタルテレビジョン放送高度化技術や新しい放送関連技術等の国際標準化のための国際機関等との連絡調整事務の請負,総務省,東京都,令和08年02月19日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000582824,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000582979,08-0049-0076 Beyond 5Gなどの移動通信システムに関する国際標準化活動の最新動向の把握及びその状況を踏まえた国内企業等の標準化戦略立案のための調査・分析の請負,総務省,東京都,令和08年02月13日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000582979,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000597383,08-0049-0098 日米国際間接続ネットワーク分野におけるAPN技術の普及に向けた調査研究の請負,総務省,東京都,令和08年04月24日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000597383,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000597467,情報通信分野の国際標準化機関における主要ポストの維持・獲得のための専門人材育成並びに標準化人材の民間企業等の次世代人材及び中小企業・スタートアップ企業・大学への裾野拡大に資する調査,総務省,東京都,令和08年04月23日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000597467,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000600533,日台国際間接続ネットワーク分野におけるAPN技術の普及に向けた調査研究の請負,総務省,東京都,令和08年06月04日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000600533,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000603701,サイバーセキュリティ能力構築支援に係る 情報通信産業の国際展開支援に関する調査,総務省,東京都,令和08年05月29日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000603701,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000604177,令和８年度国立京都国際会館宴会場さくら調光システム及び照明設備更新工事,財務省,大阪府,令和08年06月04日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000604177,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000604359,関西国際空港第１ターミナルビル税関旅具検査場（制限エリア） 電子申告ゲート移設・更新に伴う付帯工事,財務省,大阪府,令和08年06月02日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000604359,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000604362,08-0049-0124 日米国際間接続ネットワーク分野におけるAPN技術の普及に向けた調査研究の請負,総務省,東京都,令和08年06月03日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000604362,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000605791,08-0049-0135 令和８年度国際データ取引市場創出事業の請負,総務省,東京都,令和08年06月10日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000605791,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000606134,令和８年度「同報通信方式を用いた無線LAN技術のユースケース創出と認証プログラムの国際標準化事業」の請負,総務省,東京都,令和08年06月12日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000606134,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000606814,大阪国際空港幹線排水路補修工事,国土交通省,大阪府,令和08年06月12日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000606814,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000608920,【東京航空局】成田国際空港新管制塔50kVA無停電電源装置（製造・設置・調整）,国土交通省,東京都,令和08年07月06日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000608920,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000609861,情報通信・デジタル分野における国際標準化（ルール形成）活動の持続的推進を支える人材基盤の強化に資する、標準化人材の役割・業務・知識・スキル及び教育プログラム等の整備と実効的運用に～,総務省,東京都,令和08年06月30日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000609861,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000610811,国際情勢の変化を踏まえた今後の日本と北米及び欧州のデジタル連携強化に係る調査研究,総務省,東京都,令和08年07月07日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000610811,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000611046,関西国際空港統合スポット管理システム設置工事外5件実施設計,国土交通省,大阪府,令和08年07月06日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000611046,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000612229,大阪国際空港幹線排水路補修工事,国土交通省,大阪府,令和08年07月10日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000612229,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000612400,国際標準化プロセスにおけるＡＩ等の活用可能性及びスキルセット並びに民間主導の国際標準活動把握に係る調査・分析業務,内閣府,東京都,令和08年07月27日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000612400,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000612559,成田国際空港第１旅客ターミナルビル及び第２旅客ターミナルビルにおける共同キオスク案内等業務委託契約 一式,法務省,千葉県,令和08年07月16日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000612559,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000613400,令和８年度環境配慮型製品の国際展開促進に係る調査検討業務[総合評価落札方式],環境省,東京都,令和08年07月21日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000613400,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000613630,【東京航空局】令和8年度 東京国際空港旧整備場地区土壌汚染状況調査業務,国土交通省,東京都,令和08年07月17日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000613630,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614087,【東京航空局】東京国際空港Ｇ誘導路中心線灯改良その他工事外４件実施設計,国土交通省,東京都,令和08年07月22日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614087,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614179,令和８年度 東京国際空港施工管理用カメラ定期点検,国土交通省,東京都,令和08年07月24日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614179,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614206,【東京航空局】東京国際空港幹線ダクト設置工事,国土交通省,東京都,令和08年07月23日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614206,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614425,08-0049-0193 国際機関、外国関係機関及び外国企業等との調整、技術実証等に資する電波法令の英語翻訳及び和英対訳用語集の調査の請負（令和８年度）,総務省,東京都,令和08年07月29日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614425,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614540,令和8年度国際データガバナンス推進のための調査研究,デジタル庁,東京都,令和08年07月28日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614540,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614649,防災分野の戦略的な国際展開に関する調査研究業務,外務省,東京都,令和08年07月27日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614649,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614875,【東京航空局】東京国際空港第２ターミナルビル駐機位置指示灯改良その他工事外２件実施設計,国土交通省,東京都,令和08年07月27日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614875,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000614996,大阪国際空港第2TX局舎空気調和設備工事,国土交通省,大阪府,令和08年07月31日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000614996,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615238,【東京航空局】東京国際空港公益共同溝付帯設備切替工事（再公告）,国土交通省,東京都,令和08年07月29日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615238,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615349,令和８年度「東南アジア青年の船」事業に関する国際航空便の手配等支援業務,内閣府,東京都,令和08年07月28日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615349,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615380,巡視船の外国寄港に伴う運航等支援業務（国際刑事）,国土交通省,兵庫県,令和08年07月29日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615380,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615505,【東京航空局】東京国際空港水道自動検針装置用信号中継盤その他更新工事,国土交通省,東京都,令和08年07月30日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615505,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615789,巡視船の外国寄港に伴う行事等支援業務（国際刑事）,国土交通省,兵庫県,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615789,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615969,【東京航空局】東京国際空港制限表面障害物調査,国土交通省,東京都,令和08年08月03日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615969,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000615999,国際連携及びAI活用によるサイバー脅威インテリジェンス収集・分析基盤の高度化に向けた調査研究,総務省,東京都,令和08年08月17日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000615999,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616335,東京国際空港用12500立級化学消防車2台アンダーミラー交換作業（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616335,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616611,【東京航空局】東京国際空港照明共同溝詳細設計検討業務,国土交通省,東京都,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616611,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616612,【東京航空局】東京国際空港航空灯火・電力監視制御装置改良外4件実施設計,国土交通省,東京都,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616612,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616614,【東京航空局】東京国際空港ＦＣ－１キュービクル製造据付外4件実施設計,国土交通省,東京都,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616614,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616704,関西国際空港第2TAPS-EQ室空気調和設備工事,国土交通省,大阪府,令和08年08月07日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616704,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616928,令和8年度 東京国際空港擁壁定期点検調査（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月17日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616928,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000616997,令和８年度 東京国際空港地下道定期点検調査（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月17日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616997,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000617051,令和８年度 東京国際空港環境配慮状況調査（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月17日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000617051,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000617946,08-0042-0100 情報通信分野における国際標準化活動促進関連活動に関する事務請負,総務省,東京都,令和08年08月21日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000617946,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618170,シンポジウム「国際シンポジウム２０２７（仮称）」における企画支援業務,財務省,東京都,令和08年08月21日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618170,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618316,東京国際空港消防東庁舎屋上受水槽流入管洗浄作業（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月19日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618316,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618325,東京国際空港消防東庁舎屋上受水槽流入管洗浄作業（東京航空局 東京空港事務所）,国土交通省,東京都,令和08年08月19日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618325,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618653,【東京航空局】東京国際空港非常用機器保管庫新築工事,国土交通省,東京都,令和08年08月20日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618653,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618658,国際緊急援助活動用等画像データ,防衛省,東京都,令和08年08月19日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618658,直リンク
2026-08-21,調達ポータル,国際,1,国際,0000000000000618747,【本省】令和８年度内外一体の経済成長戦略構築にかかる国際経済調査事業（戦略的な高度外国人材受入れに向けた市場・実態調査）,経済産業省,東京都,令和08年08月20日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000618747,直リンク
2026-08-21,調達ポータル,国際,1,国際,,２０２７年国際園芸博覧会安全確保事業 一式,国土交通省,東京都,令和08年05月01日,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0100?OAA0115,要検索（調達案件番号なし）
2026-08-21,調達ポータル,ブランド,1,ブランド,0000000000000616834,ハローワークのブランド価値向上に資するサービス環境整備事業,厚生労働省,東京都,令和08年08月14日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616834,直リンク
2026-08-21,調達ポータル,情報発信,0,,0000000000000613257,著名人や著名なキャラクターを起用した都道府県警察採用に関する情報発信・広報事業,国家公安委員会（警察庁）,東京都,令和08年07月21日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000613257,直リンク
2026-08-21,調達ポータル,情報発信,0,,0000000000000616252,【東北地整 北上川ダム統管】御所ダム情報発信環境整備業務,国土交通省,岩手県,令和08年08月07日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616252,直リンク
2026-08-21,調達ポータル,情報発信,0,,0000000000000616261,科学技術政策に係る国民の関心喚起と参画促進のための情報発信等の委託,内閣府,東京都,令和08年08月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000616261,直リンク
2026-08-21,調達ポータル,情報発信,0,,,通訳案内士の認知度向上に向けた情報発信業務,国土交通省,東京都,令和08年07月13日,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0100?OAA0115,要検索（調達案件番号なし）
2026-08-21,調達ポータル,誘客,0,,0000000000000332713,令和４年度瀬戸内海国立公園誘客ツール冊子データ制作業務,環境省,岡山県,令和04年07月05日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000332713,直リンク
2026-08-21,調達ポータル,誘客,0,,,（企画競争の事前公示）令和８年度ウポポイへの誘客促進支援業務（豪州市場）,国土交通省,東京都,令和08年07月02日,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0100?OAA0115,要検索（調達案件番号なし）
2026-08-21,調達ポータル,誘客,0,,,令和８年度ウポポイへの誘客促進支援業務（豪州市場）,国土交通省,東京都,令和08年07月28日,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0100?OAA0115,要検索（調達案件番号なし）
2026-08-21,調達ポータル,ジャパン,0,,0000000000000611967,登記情報システム用印刷装置（令和８年度更新分）に係る消耗品（キヤノンマーケティングジャパン株式会社製トナー）の供給 一式,法務省,東京都,令和08年07月22日,https://www.nyusatsu.geps.go.jp/OMP/Accepter/index.jsp?PRM=0000000000000611967,直リンク
